# Simulation 15 (Up to date)
# 495 data points written for 53 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (23,1 m/s)
#
# Tempo (s),Altezza (m),Velocita' verticale (m/s),Accelerazione verticale (m/s²),Velocita' totale (m/s),Accelerazione totale (m/s²),Posizione sopravento (m),Posizione parallela al vento (m),Distanza laterale (m),Direzione laterale (°),Velocita' laterale (m/s),Accelerazione laterale (m/s²),Latitudine (°),Longitudine (°),Gravitational acceleration (m/s²),Angolo d'attacco (°),Tasso di rollio (°/s),Tasso di beccheggio (°/s),Tasso di impennaggio (°/s),Massa (g),Propellant mass (g),Momento di inerzia longitudinale (kg·m²),Momento di inerzia rotazionale (kg·m²),posizione CP  (cm),posizione CG (cm),Calibri del margine di stabilita' (?),Numero di Mach (?),Numero di Reynolds (?),Spinta (N),Forza d'attrito (N),Coefficiente d'attrito (?),Coefficiente d'attrito assiale (?),Coefficiente d'attrito causato dalla pressione (?),Coefficiente d'attrito di base (?),coefficiente della forza normale (?),coefficiente del momento di beccheggio (?),coefficiente del momento di impennaggio (?),coefficiente della forza laterale (?),coefficiente del momento di rollio (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Accelerazione di Coriolis  (m/s²),Reference length (cm),Reference area (cm²),Orientazione verticale (zenith) (°),Orientazione laterale (azimuth) (°),Velocita' del vento (m/s),Temperatura dell'aria (°C),Pressione dell'aria (mbar),Velocita' del suono (m/s),Intervallo di tempo della simulazione (s),Tempo del calcolo (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0,0,0,-1.3028,0,1.3028,0,0,0,0,0,0,46.168,9.9593,9.8072,90,0,0,0,630.26,62.487,0.12375,7.3487e-4,NaN,68.957,NaN,0.0051619,145847,5.36,0,0.61164,0,0.030226,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6,28.274,90,0,NaN,14.87,1010.9,340.31,0.01,0.0080943
0.01,0,0,91.928,0,91.928,0,0,0,0,0,0,46.168,9.9593,9.8072,90,0,0,0,630.26,62.487,0.12375,7.3487e-4,NaN,68.957,NaN,0.0052631,148706,64.12,0,0.60874,0,0.030226,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6,28.274,90,0,NaN,14.87,1010.9,340.31,0.01,0.010782
0.02,0.0045973,0.9195,138.6,0.9195,138.6,0,0,0,0,0,0,46.168,9.9593,9.8072,63.266,0,0,0,630.1,62.324,0.12371,7.3485e-4,NaN,68.944,NaN,0.0060063,169706,93.515,9.8972e-4,0.58954,0.13705,0.030227,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.2871e-5,6,28.274,90,0,NaN,14.87,1010.9,340.31,0.01,0.013759
# Event LIFTOFF occurred at t=0.03 seconds
0.03,0.020725,2.3062,145.33,2.3062,145.33,0,0,0,0,0,0,46.168,9.9593,9.8072,38.886,0,0,0,629.73,61.954,0.12363,7.3481e-4,NaN,68.916,NaN,0.0087061,245988,97.705,0.0088801,0.54019,0.58524,0.030232,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3293e-4,6,28.274,90,0,NaN,14.87,1010.9,340.31,0.01,0.017042
0.04,0.051057,3.7603,145.21,3.7603,145.21,0,0,0,0,0,0,46.168,9.9593,9.8072,26.738,0,0,0,629.28,61.506,0.12353,7.3476e-4,NaN,68.882,NaN,0.012373,349587,97.576,0.023569,0.49895,0.76909,0.030242,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.798e-4,6,28.274,90,0,NaN,14.87,1010.9,340.31,0.01,0.019464
0.05,0.095925,5.2133,145.15,5.2133,145.15,0,0,0,0,0,0,46.168,9.9593,9.8072,20.304,0,0,0,628.82,61.048,0.12342,7.3472e-4,NaN,68.847,NaN,0.016334,461512,97.481,0.042545,0.46962,0.79657,0.030256,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2656e-4,6,28.274,90,0,NaN,14.869,1010.9,340.31,0.01,0.020424
0.06,0.15532,6.6655,145.07,6.6655,145.07,0,0,0,0,0,0,46.168,9.9593,9.8072,16.176,0,0,0,628.37,60.59,0.12332,7.3467e-4,NaN,68.813,NaN,0.020394,576219,97.386,0.064658,0.44799,0.77659,0.030276,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7323e-4,6,28.274,90,0,NaN,14.869,1010.9,340.31,0.01,0.02256
0.07,0.22923,8.117,144.91,8.117,144.91,0,0,0,0,0,0,46.168,9.9593,9.8072,13.429,0,0,0,627.91,60.132,0.12321,7.3462e-4,NaN,68.778,NaN,0.024522,692856,97.239,0.088612,0.43114,0.73612,0.030299,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1984e-4,6,28.274,90,0,NaN,14.869,1010.9,340.31,0.01,0.023624
0.08,0.31765,9.5669,144.42,9.5669,144.42,0,0,0,0,0,0,46.168,9.9593,9.8072,11.478,0,0,0,627.45,59.676,0.12311,7.3457e-4,NaN,68.743,NaN,0.028686,810494,96.882,0.11467,0.41755,0.69613,0.030328,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.6628e-4,6,28.274,90,0,NaN,14.868,1010.9,340.31,0.01,0.024586
0.09,0.42054,11.012,143.88,11.012,143.88,0,0,0,0,0,0,46.168,9.9593,9.8072,10.028,0,0,0,627,59.223,0.123,7.3452e-4,NaN,68.708,NaN,0.03286,928420,96.519,0.14322,0.40628,0.66258,0.030361,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011122,6,28.274,90,0,NaN,14.867,1010.9,340.31,0.0090812,0.02648
0.099081,0.52648,12.319,143.41,12.319,143.41,0,0,0,0,0,0,46.168,9.9593,9.8072,9.0014,0,0,0,626.57,58.791,0.1229,7.3448e-4,NaN,68.675,NaN,0.036651,1035523,96.193,0.1718,0.39868,0.63891,0.030395,0.12017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012443,6,28.274,90,0,NaN,14.867,1010.8,340.31,0.0081175,0.030346
0.1072,0.6312,13.484,143,13.484,143,0,0,0,0,0,0,46.168,9.9593,9.8072,8.2155,0,0,0,626.18,58.402,0.12281,7.3444e-4,NaN,68.646,NaN,0.040034,1131076,95.898,0.19943,0.39347,0.62162,0.030428,0.12021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0013619,6,28.274,90,0,NaN,14.866,1010.8,340.31,0.0074162,0.032363
0.11461,0.73514,14.545,142.61,14.545,142.61,0,0,0,0,0,0,46.168,9.9593,9.8072,7.6031,0,0,0,625.83,58.051,0.12273,7.344e-4,NaN,68.619,NaN,0.04312,1218259,95.626,0.22632,0.38919,0.60811,0.030461,0.12024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014691,6,28.274,90,0,NaN,14.865,1010.8,340.31,0.0068752,0.03425
0.12149,0.83851,15.526,142.37,15.526,142.37,0,0,0,0,0,0,46.168,9.9593,9.8072,7.1102,0,0,0,625.5,57.727,0.12265,7.3437e-4,NaN,68.594,NaN,0.045977,1298964,95.437,0.2527,0.38557,0.59723,0.030494,0.12027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015682,6,28.274,90,0,NaN,14.865,1010.8,340.31,0.0064409,0.036334
0.12793,0.94146,16.443,142.51,16.443,142.51,0,0,0,0,0,0,46.168,9.9593,9.8072,6.7016,0,0,0,625.2,57.425,0.12258,7.3433e-4,NaN,68.571,NaN,0.048651,1374505,95.508,0.27869,0.38243,0.58824,0.030527,0.12031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016608,6,28.274,90,0,NaN,14.864,1010.8,340.31,0.0060816,0.054015
# Event LAUNCHROD occurred at t=0.13401 seconds
0.13401,1.0441,17.31,142.69,17.31,142.69,0,0,0,0,0,0.92061,46.168,9.9593,9.8072,6.3547,0,0,0,624.92,57.14,0.12252,7.343e-4,76.801,68.549,1.3753,0.05118,1445959,95.626,0.30444,0.37965,0.58065,0.030559,0.12034,1.0952,1.5058,-3.8154e-4,0,0,0,0,0,0.0017484,6,28.274,90,0,NaN,14.863,1010.8,340.31,0.0091224,0.0589
0.14314,1.2079,18.612,142.97,18.612,142.98,-3.882e-5,0,3.882e-5,-180,0.0085641,0.95558,46.168,9.9593,9.8072,5.8666,0,0.21103,0,624.57,56.792,0.12244,7.3427e-4,77.128,68.522,1.4342,0.054981,1553311,95.802,0.34506,0.3758,0.57028,0.030611,0.12039,0.98706,1.4152,-3.3663e-4,0,0,0,0,3.3685e-5,0.0018799,6,28.274,89.999,4.8394e-4,NaN,14.862,1010.8,340.31,0.013684,0.068688
0.15682,1.476,20.57,143.39,20.57,143.39,-2.4687e-4,0,2.4687e-4,-180,0.021938,0.99662,46.168,9.9593,9.8072,5.2471,0,0.55987,-3.3182e-5,624.05,56.271,0.12232,7.3421e-4,77.568,68.482,1.5143,0.060701,1714873,96.067,0.41101,0.37061,0.55731,0.030696,0.12048,0.85554,1.2951,2.1311e-4,0,0,0,0,1.9451e-4,0.0020776,6,28.274,89.994,6.4304e-4,NaN,14.86,1010.7,340.3,0.020525,0.071038
0.17734,1.9285,23.516,144,23.516,144,-9.101e-4,0,9.101e-4,-180,0.042794,1.0277,46.168,9.9593,9.8072,4.5008,0,1.1547,-1.297e-4,623.27,55.489,0.12213,7.3413e-4,78.14,68.422,1.6197,0.06932,1958284,96.464,0.52134,0.36385,0.54209,0.030841,0.12062,0.7056,1.1421,-1.6678e-4,0,0,0,0,6.3444e-4,0.0023752,6,28.274,89.976,0.003999,NaN,14.857,1010.7,340.3,0.030788,0.073583
0.20813,2.7208,27.956,144.88,27.956,144.88,-0.0027134,0,0.0027134,-180,0.074143,0.98795,46.168,9.9593,9.8072,3.6414,0,2.1984,-2.899e-4,622.09,54.316,0.12186,7.3401e-4,78.861,68.331,1.755,0.082324,2325486,97.059,0.71257,0.35545,0.52539,0.031096,0.12088,0.54449,0.95401,-1.4495e-4,0,0,0,0,0.0016305,0.0028236,6,28.274,89.925,0.0054929,NaN,14.852,1010.6,340.3,0.046182,0.074806
0.25431,4.1666,34.658,146.11,34.659,146.11,-0.0071149,2.8925e-8,0.0071149,180,0.11418,0.69007,46.168,9.9593,9.8072,2.6957,0,4.0556,5.0458e-5,620.33,52.557,0.12145,7.3382e-4,79.745,68.194,1.9252,0.10198,2880389,97.804,1.0581,0.34548,0.50849,0.031567,0.12135,0.38155,0.73137,-1.7237e-4,0,0,0,0,0.0036163,0.0035006,6,28.274,89.782,0.0039578,NaN,14.843,1010.4,340.29,0.05,0.075826
0.30431,6.0824,41.971,147.22,41.971,147.22,-0.013459,1.1054e-7,0.013459,180,0.13399,0.014847,46.168,9.9593,9.8072,1.9747,0,6.3608,0.0010614,618.14,50.359,0.12093,7.3359e-4,80.494,68.022,2.0787,0.12345,3486298,98.577,1.5144,0.33701,0.4967,0.032199,0.12198,0.26748,0.55035,4.9275e-4,0,0,0,0,0.0060705,0.0042392,6,28.274,89.522,-0.0013507,NaN,14.83,1010.2,340.29,0.05,0.076987
0.35431,8.3651,49.335,147.98,49.335,147.99,-0.019752,9.6754e-8,0.019752,180,0.10805,1.161,46.168,9.9593,9.8072,1.3388,-3.572e-7,8.7495,9.327e-4,615.85,48.074,0.12038,7.3335e-4,81.216,67.841,2.2291,0.14509,4096526,99.23,2.0562,0.33012,0.48839,0.032964,0.12274,0.17415,0.37953,-3.2209e-4,0,0,0,0,0.0083159,0.004983,6,28.274,89.144,-0.0028761,NaN,14.816,1009.9,340.28,0.05,0.079885
0.40431,11.017,56.733,147.66,56.733,147.69,-0.023015,-3.5042e-7,0.023015,-180,0.0078879,2.924,46.168,9.9593,9.8072,0.68064,-4.2807e-7,10.723,0.0041307,613.55,45.775,0.11983,7.3311e-4,82.031,67.659,2.3954,0.16684,4709372,99.318,2.6851,0.32434,0.4825,0.033864,0.12362,0.084756,0.1932,-2.4849e-4,0,0,0,0,0.0094466,0.0057302,6,28.274,88.654,-0.0049722,NaN,14.798,1009.6,340.27,0.05,0.081258
0.45431,14.038,64.111,147.06,64.112,147.15,-0.018907,-1.9672e-6,0.018907,-179.99,0.18962,5.034,46.168,9.9593,9.8072,0.14051,-5.4289e-7,11.737,0.027105,611.23,43.453,0.11927,7.3287e-4,82.76,67.473,2.5479,0.18854,5320698,99.334,3.4027,0.31939,0.47894,0.034898,0.12462,0.016857,0.034579,-4.6509e-4,0,0,0,0,0.0088624,0.0064755,6,28.274,88.088,-0.0094855,NaN,14.779,1009.3,340.25,0.05,0.082524
0.50431,17.427,71.454,146.27,71.456,146.46,-0.0021031,-6.7464e-6,0.0021032,-179.82,0.50269,7.4959,46.168,9.9593,9.8071,0.4018,0,-11.111,0.0084439,608.9,41.121,0.1187,7.3262e-4,82.415,67.285,2.5218,0.21015,5928745,99.35,4.2096,0.31507,0.47712,0.036066,0.12574,0.049111,0.13004,-1.8397e-4,0,0,0,0,-0.0063942,0.0072175,6,28.274,87.509,-0.012065,NaN,14.757,1008.9,340.24,0.05,0.085606
0.55431,21.183,78.753,145.29,78.759,145.62,0.033425,-1.6527e-5,0.033425,-0.02833,0.93712,9.795,46.168,9.9593,9.8071,0.77066,0,-8.3688,0.0038799,606.56,38.789,0.11813,7.3238e-4,81.947,67.095,2.4753,0.23165,6533040,99.367,5.1053,0.31124,0.47644,0.037371,0.12698,0.096644,0.24173,-1.4164e-4,0,0,0,0,-0.0029856,0.0079555,6,28.274,87.013,-0.010853,NaN,14.732,1008.4,340.23,0.05,0.08792
0.60431,25.302,86,144.2,86.013,144.65,0.093329,-3.1992e-5,0.093329,-0.01964,1.4718,11.387,46.168,9.9593,9.8071,0.9421,-8.3061e-7,-3.6185,-9.8091e-5,604.23,36.456,0.11755,7.3213e-4,81.745,66.904,2.4734,0.253,7132666,99.381,6.0839,0.3078,0.4762,0.038812,0.12832,0.11956,0.29651,-4.4889e-4,0,0,0,0,-4.6797e-4,0.008689,6,28.274,86.706,-0.0097381,NaN,14.706,1007.9,340.21,0.036106,0.091176
0.64042,28.501,91.199,143.46,91.219,143.94,0.15403,-4.6648e-5,0.15403,-0.017353,1.8925,11.746,46.168,9.9593,9.8071,0.92092,-1.6554e-6,0.68837,0.0031869,602.22,34.448,0.11705,7.3192e-4,81.78,66.738,2.507,0.26832,7562424,99.392,6.8378,0.30552,0.47602,0.039939,0.12936,0.11674,0.29292,9.3818e-5,0,0,0,0,1.5058e-5,0.0092156,6,28.274,86.652,-0.0084106,NaN,14.685,1007.6,340.2,0.032368,0.092418
0.67279,31.528,95.835,142.32,95.862,142.77,0.22139,-6.1817e-5,0.22139,-0.015998,2.2675,11.259,46.168,9.9593,9.8071,0.78277,-1.2887e-6,4.6485,0.0016347,600.63,32.851,0.11665,7.3175e-4,81.963,66.606,2.5595,0.28198,7945311,99.137,7.5458,0.30359,0.47582,0.041013,0.13034,0.098333,0.25119,3.6067e-4,0,0,0,0,6.218e-4,0.0096853,6,28.274,86.739,-0.0073123,NaN,14.665,1007.2,340.19,0.034073,0.093677
0.70686,34.876,100.67,140.09,100.71,140.43,0.30497,-7.9235e-5,0.30497,-0.014886,2.6308,9.7887,46.168,9.9593,9.8071,0.51044,-1.4061e-6,8.217,-0.0052818,599.1,31.326,0.11626,7.3159e-4,82.324,66.478,2.6409,0.29624,8344669,98.149,8.3224,0.30167,0.47566,0.042203,0.13141,0.062961,0.16459,3.3878e-4,0,0,0,0,0.0017605,0.010176,6,28.274,86.961,-0.0080858,NaN,14.643,1006.8,340.17,0.046976,0.098581
0.75384,39.759,107.22,136.61,107.26,136.76,0.43819,-1.0619e-4,0.43819,-0.013885,3.0159,6.4369,46.168,9.9593,9.8071,0.045638,-6.0618e-7,-10.076,-0.075144,597.28,29.502,0.1158,7.314e-4,82.97,66.325,2.7742,0.31555,8884932,96.945,9.4463,0.29922,0.4761,0.043935,0.13294,0.0054514,0.017074,2.8525e-4,0,0,0,0,-0.0023333,0.010839,6,28.274,87.408,-0.015734,NaN,14.612,1006.2,340.15,0.05,0.10014
0.80384,45.291,114.02,132.99,114.07,133.03,0.59561,-1.4184e-4,0.59561,-0.013645,3.2561,3.2027,46.168,9.9593,9.8071,0.45938,-5.0146e-6,-7.1388,-0.0043936,595.1,27.328,0.11525,7.3117e-4,82.422,66.142,2.7133,0.33558,9444245,95.842,10.711,0.29682,0.47765,0.045883,0.13464,0.056515,0.15412,4.9645e-4,0,0,0,0,-0.0010358,0.011527,6,28.274,87.856,-0.026539,NaN,14.576,1005.6,340.13,0.038799,0.1023
0.84264,49.815,119.17,130.4,119.22,130.42,0.72391,-1.7672e-4,0.72391,-0.013987,3.3491,1.7541,46.168,9.9593,9.807,0.59045,-1.5784e-6,-2.1438,-0.0076804,593.11,25.337,0.11474,7.3096e-4,82.262,65.972,2.7149,0.35074,9867056,95.02,11.729,0.29509,0.47905,0.047465,0.13599,0.073325,0.19899,-1.6304e-4,0,0,0,0,-8.5511e-5,0.012047,6,28.274,88.041,-0.02848,NaN,14.546,1005.1,340.11,0.027401,0.10392
0.87004,53.129,122.74,128.61,122.79,128.62,0.81632,-2.0567e-4,0.81632,-0.014436,3.3959,1.7727,46.168,9.9593,9.807,0.54105,-4.3972e-7,1.9178,-0.0098944,591.63,23.853,0.11435,7.3081e-4,82.336,65.845,2.7484,0.36125,1.016e7,94.333,12.46,0.29393,0.47994,0.048618,0.13696,0.066982,0.1838,4.18e-4,0,0,0,0,6.4518e-5,0.012407,6,28.274,88.044,-0.022455,NaN,14.525,1004.7,340.1,0.027883,0.10649
0.89792,56.602,126.32,126.41,126.37,126.44,0.91179,-2.3723e-4,0.91179,-0.014907,3.4567,2.673,46.168,9.9593,9.807,0.38848,-1.8998e-6,5.5295,-0.013834,590.39,22.614,0.11403,7.3068e-4,82.547,65.739,2.8014,0.37177,10452373,93.536,13.215,0.29279,0.4808,0.049821,0.13797,0.047603,0.13314,7.461e-5,0,0,0,0,5.0644e-4,0.012769,6,28.274,87.938,-0.012048,NaN,14.502,1004.3,340.09,0.036258,0.10796
0.93418,61.264,130.87,123.26,130.92,123.35,1.0393,-2.7804e-4,1.0393,-0.015328,3.5891,4.6903,46.168,9.9593,9.807,0.11389,3.9247e-7,8.2475,-0.045089,588.95,21.176,0.11366,7.3052e-4,82.935,65.615,2.8867,0.38519,10825392,92.465,14.218,0.29138,0.48212,0.051429,0.13929,0.013695,0.03896,-4.6686e-4,0,0,0,0,0.0010496,0.013229,6,28.274,87.681,-4.5609e-4,NaN,14.472,1003.7,340.07,0.05,0.10923
0.98418,67.961,136.98,118.47,137.04,118.72,1.226,-3.2833e-4,1.226,-0.015344,3.9046,7.7037,46.168,9.9593,9.807,0.24248,-3.2103e-6,-6.9063,-0.016137,587.02,19.242,0.11315,7.3032e-4,82.775,65.447,2.888,0.40321,11324993,91.114,15.644,0.28956,0.4845,0.05372,0.14114,0.029439,0.085713,4.1464e-4,0,0,0,0,-6.7182e-4,0.013847,6,28.274,87.279,0.0011092,NaN,14.428,1002.9,340.04,0.047572,0.11501
1.0317,74.611,142.58,113.8,142.64,114.15,1.4213,-3.7066e-4,1.4213,-0.014942,4.314,8.9702,46.168,9.9593,9.807,0.36436,-9.5046e-6,-1.2667,-0.010699,584.9,17.127,0.11259,7.301e-4,82.626,65.262,2.894,0.41975,11782603,89.815,17.027,0.28793,0.487,0.055965,0.1429,0.044636,0.12879,4.6877e-4,0,0,0,0,-2.0858e-5,0.014415,6,28.274,87.076,-0.0090976,NaN,14.385,1002.2,340.02,0.029093,0.11644
1.0608,78.807,145.89,111.55,145.96,111.86,1.5506,-3.9752e-4,1.5506,-0.014689,4.5707,8.3308,46.168,9.9593,9.807,0.28614,-1.3078e-5,2.5593,-0.018055,583.31,15.537,0.11217,7.2993e-4,82.742,65.122,2.9367,0.42954,12052918,88.726,17.876,0.28699,0.48846,0.057362,0.14399,0.034875,0.10272,-3.1785e-4,0,0,0,0,8.1318e-5,0.01475,6,28.274,87.097,-0.016548,NaN,14.358,1001.7,340,0.034719,0.1178
1.0956,83.94,149.74,107.98,149.82,108.16,1.7139,-4.3508e-4,1.7139,-0.014544,4.828,6.2628,46.168,9.9593,9.8069,0.075276,-1.3017e-5,5.2227,-0.026612,582.01,14.229,0.11182,7.2979e-4,83.046,65.006,3.0066,0.44091,12366610,87.281,18.893,0.28592,0.49026,0.059051,0.14527,0.0090433,0.026713,1.5635e-4,0,0,0,0,3.2142e-4,0.01514,6,28.274,87.24,-0.01962,NaN,14.324,1001.1,339.98,0.05,0.1195
1.1456,91.56,155.07,102.52,155.15,102.58,1.962,-4.9896e-4,1.962,-0.014571,5.0753,3.671,46.168,9.9593,9.8069,0.14322,-1.4678e-5,-4.1549,-0.016502,580.27,12.493,0.11135,7.2961e-4,82.968,64.852,3.0194,0.45665,12799368,85.574,20.366,0.28448,0.49312,0.061509,0.14711,0.017298,0.052422,-1.0042e-4,0,0,0,0,-1.8968e-4,0.01568,6,28.274,87.492,-0.0039632,NaN,14.275,1000.2,339.95,0.05,0.12111
1.1956,99.441,160.15,97.459,160.24,97.494,2.2197,-5.5519e-4,2.2197,-0.014331,5.2259,2.6021,46.168,9.9593,9.8069,0.20552,-8.116e-6,0.52854,-0.024484,578.22,10.443,0.1108,7.294e-4,82.899,64.668,3.0385,0.47164,1.321e7,84.061,21.836,0.28313,0.4961,0.06399,0.14892,0.024944,0.075751,-7.3023e-5,0,0,0,0,2.8779e-6,0.016194,6,28.274,87.588,0.023477,NaN,14.224,999.24,339.92,0.038667,0.12272
1.2342,105.71,163.9,91.874,163.99,91.947,2.4239,-5.7759e-4,2.4239,-0.013653,5.3469,3.654,46.168,9.9593,9.8069,0.079599,-6.7296e-6,3.5437,-0.082037,576.4,8.6262,0.11031,7.292e-4,83.088,64.505,3.0972,0.48271,13512880,80.759,22.96,0.28215,0.49837,0.065914,0.15029,0.0095797,0.03001,3.1369e-4,0,0,0,0,1.2352e-4,0.016573,6,28.274,87.502,0.035666,NaN,14.183,998.51,339.89,0.05,0.12599
1.2842,114.01,168.39,61.234,168.48,61.4,2.6968,-5.6565e-4,2.6968,-0.012018,5.5851,4.5143,46.168,9.9593,9.8068,0.11852,-1.1176e-5,-2.7461,-0.044507,574.65,6.8782,0.10983,7.2902e-4,83.049,64.346,3.1172,0.49595,13873287,65.258,24.357,0.281,0.50132,0.068324,0.15198,0.01431,0.044307,9.5226e-5,0,0,0,0,-7.0283e-5,0.017027,6,28.274,87.324,0.023734,NaN,14.129,997.53,339.86,0.05,0.13239
1.3342,122.51,171.41,25.838,171.51,25.99,2.9821,-5.285e-4,2.9821,-0.010154,5.821,2.8042,46.168,9.9594,9.8068,0.10692,-2.6983e-5,1.2124,-0.023684,572.95,5.1748,0.10936,7.2884e-4,83.077,64.191,3.1477,0.50493,14113995,45.805,25.328,0.28024,0.50343,0.070031,0.15314,0.012904,0.040801,1.6059e-4,0,0,0,0,1.3219e-5,0.017334,6,28.274,87.29,-0.006007,NaN,14.074,996.54,339.83,0.05,0.13437
1.3842,131.11,172.69,2.605,172.79,2.6073,3.2759,-5.0387e-4,3.2759,-0.0088127,5.9195,0.11008,46.168,9.9594,9.8068,0.040802,-3.0944e-5,-2.1766,-0.034716,571.67,3.8948,0.109,7.2871e-4,83.175,64.073,3.1835,0.50877,1.421e7,32.827,25.736,0.27993,0.50436,0.070777,0.15365,0.0049019,0.01559,-4.6905e-4,0,0,0,0,-4.1971e-5,0.017464,6,28.274,87.392,-0.0082871,NaN,14.018,995.53,339.79,0.05,0.13612
1.4342,139.75,172.82,-10.015,172.92,10.046,3.5716,-4.9125e-4,3.5716,-0.0078807,5.9071,0.78588,46.168,9.9594,9.8068,0.070413,-3.8105e-5,0.1021,-0.0093724,570.73,2.9583,0.10874,7.2861e-4,83.133,63.987,3.191,0.5092,14211427,25.621,25.759,0.27991,0.50449,0.070861,0.15371,0.0084772,0.027128,-3.3006e-4,0,0,0,0,9.2227e-8,0.017477,6,28.274,87.445,0.0040569,NaN,13.962,994.51,339.76,0.05,0.13744
1.4842,148.38,172.33,-17.107,172.43,17.121,3.8662,-4.7478e-4,3.8662,-0.0070361,5.8806,0.69442,46.168,9.9594,9.8067,0.032281,-4.5326e-5,1.5961,-0.0077879,570.03,2.2586,0.10855,7.2854e-4,83.185,63.923,3.2105,0.5078,14161518,21.401,25.575,0.28006,0.50417,0.070587,0.15352,0.0038757,0.0122,-2.8041e-4,0,0,0,0,2.2667e-5,0.017427,6,28.274,87.398,0.0091222,NaN,13.906,993.5,339.73,0.05,0.13873
1.5342,156.97,171.49,-18.94,171.59,18.94,4.1597,-4.4985e-4,4.1597,-0.0061963,5.8653,0.03898,46.168,9.9594,9.8067,0.045746,-4.3616e-5,-1.4718,0.0014064,569.48,1.703,0.10839,7.2848e-4,83.163,63.871,3.2153,0.50537,14082919,20.084,25.277,0.28029,0.50361,0.070115,0.1532,0.0054971,0.017912,-1.9386e-4,0,0,0,0,-1.9463e-5,0.017342,6,28.274,87.312,0.0069409,NaN,13.85,992.49,339.69,0.05,0.14017
1.5842,165.53,170.55,-20.893,170.65,20.894,4.4533,-4.1852e-4,4.4533,-0.0053847,5.8798,0.28261,46.168,9.9594,9.8067,0.078464,-5.0695e-5,0.63767,0.0057706,568.98,1.2049,0.10825,7.2842e-4,83.114,63.825,3.2148,0.50266,13996857,18.659,24.952,0.28055,0.503,0.069594,0.15285,0.0094495,0.03002,-1.8935e-4,0,0,0,0,3.6936e-6,0.017248,6,28.274,87.289,0.013326,NaN,13.794,991.49,339.66,0.05,0.1411
1.6342,174.03,169.53,-26.147,169.63,26.165,4.7473,-3.7943e-4,4.7473,-0.0045793,5.8739,0.98018,46.168,9.9594,9.8067,0.020346,-4.704e-5,-1.815,0.033751,568.53,0.75032,0.10813,7.2838e-4,83.192,63.783,3.2348,0.49969,13903550,15.294,24.599,0.28083,0.50232,0.069028,0.15246,0.00244,0.0084117,2.4881e-4,0,0,0,0,-3.0284e-5,0.017144,6,28.274,87.363,0.014085,NaN,13.739,990.49,339.62,0.05,0.14209
1.6842,182.47,168.24,-41.722,168.34,41.796,5.0393,-3.2814e-4,5.0393,-0.0037309,5.8011,2.4917,46.168,9.9594,9.8066,0.10059,-4.0678e-5,0.28718,0.0018909,568.13,0.35321,0.10802,7.2833e-4,83.074,63.746,3.2214,0.49596,13789266,5.9925,24.169,0.28118,0.5015,0.068326,0.15198,0.01213,0.039549,1.5442e-4,0,0,0,0,7.6985e-7,0.017013,6,28.274,87.408,0.0093662,NaN,13.684,989.5,339.59,0.05,0.14297
1.7342,190.83,166.18,-49.507,166.28,49.555,5.3264,-2.7523e-4,5.3264,-0.0029606,5.6894,2.183,46.168,9.9594,9.8066,0.031489,-4.1002e-5,2.5606,0.010586,567.87,0.098598,0.10794,7.2831e-4,83.164,63.722,3.2403,0.48995,13611883,0.92269,23.5,0.28173,0.50016,0.067217,0.15121,0.0037779,0.012407,1.1114e-4,0,0,0,0,6.2727e-5,0.016805,6,28.274,87.327,0.0055628,NaN,13.63,988.52,339.56,0.05,0.1441
1.7842,199.08,163.74,-49.648,163.83,49.656,5.6087,-2.2274e-4,5.6087,-0.0022754,5.6142,0.90623,46.168,9.9594,9.8066,0.10839,-3.5757e-5,-1.4656,0.0054804,567.79,0.016029,0.10792,7.283e-4,83.047,63.715,3.2221,0.48278,13402890,0.1069,22.726,0.28239,0.49864,0.065927,0.1503,0.013072,0.042028,-1.7295e-4,0,0,0,0,-2.1167e-5,0.016558,6,28.274,87.212,0.014291,NaN,13.576,987.56,339.53,0.05,0.14548
# Event BURNOUT occurred at t=1.8342 seconds
